INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
S3106__Heeleu_L2,2189476,2017309.4,2197603,0.95492,8127,0.00369812,H.eleuchia,Chr16,Male
S337_1_Haanti_L2,2290101,2145540.5,2339938,0.74363,49837,0.021298428,H.antiochus,Chr16,Male
S33_US_Hlpseu_L5,2315389,2171562.2,2370863,0.72166,55474,0.023398231,H.leucadia,Chr16,Male
S3533__Hsmagd_L5,2370307,2280554.9,2492425,0.42362,122118,0.048995657,H.sara,Chr16,Male
S40203_Hccong_L2,2296068,2130460.3,2322869,0.86071,26801,0.011537887,H.congener,Chr16,Male
S40219_Hssara_L7,2321881,2258254.6,2467280,0.3044,145399,0.058930887,H.sara,Chr16,Male
S40343_Heprim_L2,2261470,2110004.7,2299936,0.79747,38466,0.016724813,H.eleuchia,Chr16,Male
S4096__Haanti_L5,2284738,2158396.3,2354162,0.64537,69424,0.029489899,H.antiochus,Chr16,Female
S4097__Haanti_L5,2285845,2160054.7,2356110,0.64161,70265,0.029822462,H.antiochus,Chr16,Male
S4346__Hsmagd_L5,2315961,2250886.3,2459120,0.31251,143159,0.058215541,H.sara,Chr16,Female
S4704__Hselek_L5,2387495,2257916.7,2467413,0.61852,79918,0.032389389,H.sara,Chr16,Male
S4895__Hasnov_L2,2309653,2174445.7,2371873,0.68485,62220,0.026232433,H.antiochus,Chr16,Female
S4897__Haaran_L2,2282228,2146801.2,2341326,0.69619,59098,0.025241252,H.antiochus,Chr16,Male
S534_U_Heeleu_L5,2312445,2160866,2356775,0.77372,44330,0.018809602,H.eleuchia,Chr16,Male
S5_USD_Hssara_L7,2304529,2238100.5,2444982,0.32109,140453,0.057445413,H.sara,Chr16,Male
S857_U_Heeleu_L2,2311391,2126186.2,2317996,0.96556,6605,0.002849444,H.eleuchia,Chr16,Female
S8970__Heeleu_L2,2273812,2123444.4,2314988,0.78503,41176,0.017786701,H.eleuchia,Chr16,Female
S8_USD_Hssara_L7,2325475,2259644.1,2468846,0.31468,143371,0.058072071,H.sara,Chr16,Male
S9556__Haaran_L2,2287434,2139110,2332656,0.76635,45222,0.019386485,H.antiochus,Chr16,Female
A2458__Heeleu_L2,3153697,2902091.1,3164454,0.959,10757,0.003399323,H.eleuchia,Chr17,Male
A2790__Hssaph_L2,3204988,2998716,3271653,0.75575,66665,0.02037655,H.sapho,Chr17,Male
A28_US_Hasnov_L2,3174259,2938479.1,3204816,0.88527,30557,0.009534713,H.congener,Chr17,Male
A3154__Heeleu_L2,3216252,2960832.2,3229633,0.95022,13381,0.004143195,H.eleuchia,Chr17,Male
A323_U_Hasnov_L2,3176180,2976794.6,3247601,0.73627,71421,0.021991926,H.antiochus,Chr17,Female
A3491__Hschoc_L3,3166339,2964904.8,3234009,0.74854,67670,0.020924493,H.sapho,Chr17,Female
A3497__Hschoc,3201655,2996678.9,3269745,0.75065,68090,0.020824254,H.sapho,Chr17,Male
A3501__Hschoc_L2,3181533,2980369.8,3251404,0.74221,69871,0.021489486,H.sapho,Chr17,Male
A3646__Heeleu_L2,3108192,2893680.9,3155903,0.81805,47711,0.015118019,H.eleuchia,Chr17,Male
A3740__Hcaqui_L2,3250368,3008630.9,3283165,0.88054,32797,0.009989446,H.congener,Chr17,Male
A3837__Hcaqui_L2,3234050,2985793.4,3257648,0.9132,23598,0.007243877,H.congener,Chr17,Male
A3856__Hsspru_L1,3243126,3171066.4,3467309,0.24325,224183,0.064656193,H.sara,Chr17,Female
A3858__Hsspru_L1,3318570,3139876.4,3432753,0.61013,114183,0.033262807,H.sara,Chr17,Female
A3861__Hsspru_L1,3299547,3153336.2,3447688,0.49672,148141,0.042968215,H.sara,Chr17,Female
A3900__Hsmagd_L1,3297239,3152525.8,3446747,0.49185,149508,0.043376552,H.sara,Chr17,Female
A4016__Hlleuc,3209503,3003334.4,3280102,0.74492,70599,0.021523416,H.leucadia,Chr17,Female
A4121__Hssara_L1,3248129,3139477.4,3431919,0.37153,183790,0.053553129,H.sara,Chr17,Male
A4272__Hssara_L1,3228771,3117735.7,3407781,0.38282,179010,0.052529784,H.sara,Chr17,Male
A4278__Hcaqui_L2,3215504,2978119.7,3249115,0.87597,33611,0.010344663,H.congener,Chr17,Male
A4340__Hsmagd_L1,3224381,3116835.7,3406697,0.37102,182316,0.05351694,H.sara,Chr17,Male
A4343__Hssara_L1,3237013,3127449,3418711,0.37617,181698,0.053148102,H.sara,Chr17,Female
A4489__Hssara_L1,3242333,3134716.6,3426649,0.36863,184316,0.053788993,H.sara,Chr17,Male
A4534__Hsbrev_L2,3303182,3160614.2,3455649,0.48322,152467,0.04412109,H.sara,Chr17,Female
A4538__Hsbrev_L2,3301575,3155110.1,3449616,0.49732,148041,0.042915211,H.sara,Chr17,Male
A4678__Hselek_L2,3326256,3130467.1,3422317,0.67085,96061,0.028068995,H.sara,Chr17,Female
A4680__Hselek_L6,3311072,3107284.4,3396819,0.70385,85747,0.025243323,H.sara,Chr17,Male
A4683__Hselek_L2,3316746,3117133.6,3407619,0.68717,90873,0.026667594,H.sara,Chr17,Female
A4749__Heeleu,3156487,2938985.4,3205344,0.81657,48857,0.015242358,H.eleuchia,Chr17,Female
D3_USD_Hvenez_L1,3146044,2897572.9,3160475,0.94511,14431,0.004566086,H.hewitsoni,Chr17,Male
D5208__Hvenez_L1,3058019,2862118.8,3121646,0.75483,63627,0.020382516,H.antiochus,Chr17,Male
D5211__Hvenez_L1,3223270,3102842.2,3391780,0.41679,168510,0.049681878,H.sara,Chr17,Male
D5213__Hvenez_L1,3130943,2931963.6,3198933,0.74533,67990,0.021253962,H.antiochus,Chr17,Male
D5221__Hvenez_L1,3083509,2889948.8,3152079,0.73841,68570,0.021753896,H.antiochus,Chr17,Female
D5248__Hvenez_L1,3251969,3110857.5,3400841,0.48662,148872,0.043775054,H.sara,Chr17,Female
D5253__Hvenez_L1,3096996,2880241.9,3141571,0.82943,44575,0.014188761,H.antiochus,Chr17,Male
D5259__Hvenez_L1,3114870,2917574.5,3182774,0.74395,67904,0.021334848,H.antiochus,Chr17,Male
D5270__Hvenez_L1,3086283,2911609.9,3176235,0.66008,89952,0.028320323,H.antiochus,Chr17,Male
D5273__Hvenez_L1,3061172,2886671.5,3147647,0.66865,86475,0.027472903,H.antiochus,Chr17,Female
D5276__Hvenez_L1,3082230,2907334,3171057,0.66318,88827,0.028011795,H.antiochus,Chr17,Female
D6_USD_Hvenez_L1,3092727,2844841.8,3101918,0.96425,9191,0.002963005,H.hewitsoni,Chr17,Female
D7_USD_Hvenez_L1,3092418,2848153.1,3104966,0.95114,12548,0.004041268,H.hewitsoni,Chr17,Male
R_1163_Hasnov_L8,3126772,2937388.8,3204131,0.70999,77359,0.02414352,H.antiochus,Chr17,Male
R_15_D_Hssara_L1,3198122,3087099.7,3373740,0.38732,175618,0.052054397,H.sara,Chr17,Male
R_16_D_Hssara_L1,3200168,3089037.1,3375863,0.38745,175695,0.05204447,H.sara,Chr17,Male
R_2794_Hssaph_L7,3098617,2899786.8,3161385,0.76006,62768,0.019854589,H.sapho,Chr17,Female
R_31_D_Hsmagd_L1,3282946,3134553.1,3427030,0.50737,144084,0.042043402,H.sara,Chr17,Male
R_32_D_Hsmagd_L2,3282545,3137673.5,3430327,0.49503,147782,0.043081024,H.sara,Chr17,Male
R_3467_Hssara_L1,3199862,3092997.4,3380478,0.37173,180616,0.05342913,H.sara,Chr17,Male
R_3510_Hschoc_L8,3131864,2928180.2,3193227,0.76848,61363,0.019216611,H.sapho,Chr17,Female
R_3511_Hschoc_L2,3131741,2930264.4,3195296,0.7602,63555,0.019890176,H.sapho,Chr17,Male
R_35_D_Hssara_L1,3197084,3084627.2,3371044,0.39263,173960,0.051604191,H.sara,Chr17,Female
R_36_D_Hssara_L8,3151579,3140468.3,3432644,0.03803,281065,0.081880032,H.sara,Chr17,Female
R_3751_Hssara_L8,3215474,3106189.3,3395028,0.37836,179554,0.05288734,H.sara,Chr17,Female
R_37_D_Hssara_L2,3133363,3126574.8,3417045,0.02337,283682,0.083019685,H.sara,Chr17,Female
R_4134_Hsmagd_L7,3227272,3118771,3409005,0.37384,181733,0.05330969,H.sara,Chr17,Male
R_4186_Hsmagd_L8,3259258,3114523.6,3404735,0.49872,145477,0.042727848,H.sara,Chr17,Male
R_4187_Hsmagd_L1,3288358,3147739.4,3441460,0.47875,153102,0.044487514,H.sara,Chr17,Male
R_4510_Hssaph_L8,3180749,2969129.4,3238733,0.78493,57984,0.017903297,H.sapho,Chr17,Female
R_4590_Hsspru_L2,3271371,3127860.9,3419585,0.49194,148214,0.043342686,H.sara,Chr17,Male
R_4591_Hsspru_L1,3253306,3110481.3,3400425,0.49259,147119,0.043264886,H.sara,Chr17,Male
R_4597_Hsspru_L7,3275348,3130454.6,3422481,0.49617,147133,0.042990158,H.sara,Chr17,Female
R_4864_Heeleu_L7,3137297,2920468.3,3184833,0.82019,47536,0.014925743,H.eleuchia,Chr17,Female
R_4871_Heeleu_L8,3101406,2885748.4,3145940,0.82884,44534,0.014156023,H.eleuchia,Chr17,Male
R_5074_Haaran_L7,3120950,2922783.6,3187813,0.74771,66863,0.020974568,H.antiochus,Chr17,Female
R_5091_Hssaph_L8,3153070,2957965.9,3226118,0.72759,73048,0.022642693,H.sapho,Chr17,Female
R_5092_Hssaph_L1,3162024,2974836.2,3244762,0.69348,82738,0.025498943,H.sapho,Chr17,Female
R_5237_Hssaph_L3,3122670,2929180,3194541,0.72916,71871,0.022498068,H.sapho,Chr17,Male
R_5314_Hssaph_L3,3128205,2931998,3197757,0.73829,69552,0.021750246,H.sapho,Chr17,Female
R_5324_Hssaph_L3,3141163,2947979.3,3215561,0.72196,74398,0.023136865,H.sapho,Chr17,Male
R_806__Hccong_L1,3166105,2931032.7,3196728,0.88474,30623,0.009579483,H.congener,Chr17,Female
R_807__Hccong_L1,3145008,2912198.2,3175720,0.88346,30712,0.009670878,H.congener,Chr17,Male
R_808__Hccong_L1,3128372,2896699.6,3158327,0.88551,29955,0.009484452,H.congener,Chr17,Male
R_812__Hssara_L3,3202451,3091819.9,3379074,0.38513,176623,0.052269645,H.sara,Chr17,Female
R_820__Hssara_L3,3217291,3105919.3,3394561,0.38585,177270,0.052221775,H.sara,Chr17,Male
R_828__Hssara_L3,3216142,3087809.3,3374591,0.44749,158449,0.046953542,H.sara,Chr17,Male
R_831__Hccong_L7,3021697,2806610.2,3056834,0.85958,35137,0.011494572,H.congener,Chr17,Female
R_869__Heprim_L3,3022909,2809522.8,3061993,0.84519,39084,0.012764236,H.eleuchia,Chr17,Male
R_870__Heprim_L3,3086836,2869806,3128729,0.8382,41893,0.013389782,H.eleuchia,Chr17,Female
R_871__Hsspru_L3,3267505,3119454.7,3410314,0.50901,142809,0.041875616,H.sara,Chr17,Male
R_886__Hsspru_L3,3276420,3130412.8,3422303,0.50021,145883,0.042627143,H.sara,Chr17,Male
R_887__Heprim_L3,2993187,2783782.9,3033686,0.83794,40499,0.013349767,H.eleuchia,Chr17,Female
R_888__Heprim_L3,3019030,2806658.4,3059019,0.84154,39989,0.013072492,H.eleuchia,Chr17,Male
S1053__Hssara_L7,3240213,3132200.2,3423836,0.37037,183623,0.053630781,H.sara,Chr17,Male
S12_US_Hssara_L7,3232160,3122136.2,3412787,0.37854,180627,0.052926538,H.sara,Chr17,Female
S1_USD_Hssara_L7,3227434,3118060.7,3408326,0.3768,180892,0.053073562,H.sara,Chr17,Male
S2083__Heeleu_L2,3222304,2964900.9,3234560,0.95455,12256,0.003789078,H.eleuchia,Chr17,Male
S21203_Haanti_L5,3179172,3002047.1,3276353,0.64572,97181,0.029661334,H.antiochus,Chr17,Female
S21204_Hssara_L5,3232624,3123879.3,3414709,0.37391,182085,0.053323724,H.sara,Chr17,Male
S21229_Haanti_L5,3156232,2979241.5,3251128,0.65097,94896,0.029188639,H.antiochus,Chr17,Male
S21234_Haanti_L2,3179582,3000629.6,3274538,0.65333,94956,0.028998289,H.antiochus,Chr17,Female
S2172__Hsmagd_L5,3278693,3161817.7,3457079,0.39584,178386,0.051600209,H.sara,Chr17,Male
S2852__Heprim_L2,3150733,2930295.5,3196155,0.82915,45422,0.014211451,H.eleuchia,Chr17,Male
S29_US_Hsmagd_L2,3159696,3181862.6,3479162,-0.07456,319466,0.091822686,H.sara,Chr17,Male
S3106__Heeleu_L2,3061178,2818224.6,3072234,0.95647,11056,0.003598684,H.eleuchia,Chr17,Male
S337_1_Haanti_L2,3169498,2989631.7,3262322,0.6596,92824,0.028453353,H.antiochus,Chr17,Male
S33_US_Hlpseu_L5,3217658,3008148.1,3285745,0.75473,68087,0.020721937,H.leucadia,Chr17,Male
S3533__Hsmagd_L5,3302806,3159976.1,3454951,0.48421,152145,0.044036804,H.sara,Chr17,Male
S40203_Hccong_L2,3192186,2956549.5,3225417,0.8764,33231,0.010302854,H.congener,Chr17,Male
S40219_Hssara_L7,3232966,3123709.5,3414486,0.37574,181520,0.053161735,H.sara,Chr17,Male
S40343_Heprim_L2,3145519,2924753.5,3190103,0.83198,44584,0.013975724,H.eleuchia,Chr17,Male
S4096__Haanti_L5,3170729,2993525,3266924,0.64815,96195,0.029445129,H.antiochus,Chr17,Female
S4097__Haanti_L5,3176181,2999116.2,3273110,0.64624,96929,0.029613731,H.antiochus,Chr17,Male
S4346__Hsmagd_L5,3221336,3114112,3403831,0.3701,182495,0.053614589,H.sara,Chr17,Female
S4704__Hselek_L5,3318708,3125225.2,3416641,0.66394,97933,0.028663532,H.sara,Chr17,Male
S4895__Hasnov_L2,3202595,3011100.8,3286224,0.69603,83629,0.025448357,H.antiochus,Chr17,Female
S4897__Haaran_L2,3166643,2980494.2,3252267,0.68494,85624,0.026327482,H.antiochus,Chr17,Male
S534_U_Heeleu_L5,3210864,2988094.9,3260838,0.81677,49974,0.015325508,H.eleuchia,Chr17,Male
S5_USD_Hssara_L7,3208227,3100310.3,3388445,0.37454,180218,0.053186048,H.sara,Chr17,Male
S857_U_Heeleu_L2,3208853,2951503.9,3219639,0.95977,10786,0.003350065,H.eleuchia,Chr17,Female
S8970__Heeleu_L2,3169282,2949672.2,3217668,0.81945,48386,0.015037599,H.eleuchia,Chr17,Female
S8_USD_Hssara_L7,3234416,3123779.8,3414566,0.38047,180150,0.052759267,H.sara,Chr17,Male
S9556__Haaran_L2,3176837,2968363,3238950,0.77045,62113,0.019176894,H.antiochus,Chr17,Female
A2458__Heeleu_L2,3609031,3325858.3,3619399,0.96468,10368,0.002864564,H.eleuchia,Chr18,Male
A2790__Hssaph_L2,3653521,3426269.4,3730673,0.74655,77152,0.020680451,H.sapho,Chr18,Male
A28_US_Hasnov_L2,3625827,3367097.2,3664907,0.86878,39080,0.010663299,H.congener,Chr18,Male
A3154__Heeleu_L2,3671102,3385287.6,3685310,0.95264,14208,0.003855307,H.eleuchia,Chr18,Male
A323_U_Hasnov_L2,3624625,3400775.7,3702626,0.74159,78001,0.0210664,H.antiochus,Chr18,Female
A3491__Hschoc_L3,3612361,3381452,3680737,0.77154,68376,0.018576714,H.sapho,Chr18,Female
A3497__Hschoc,3655122,3408446.7,3711022,0.81525,55900,0.015063236,H.sapho,Chr18,Male
A3501__Hschoc_L2,3632220,3396152,3697054,0.78453,64834,0.017536666,H.sapho,Chr18,Male
A3646__Heeleu_L2,3552707,3312726.2,3605658,0.81924,52951,0.01468553,H.eleuchia,Chr18,Male
A3740__Hcaqui_L2,3702055,3435616.5,3741345,0.87149,39290,0.010501571,H.congener,Chr18,Male
A3837__Hcaqui_L2,3686019,3411152.2,3714185,0.90705,28166,0.007583359,H.congener,Chr18,Male
A3856__Hsspru_L1,3669050,3605980.3,3934002,0.19227,264952,0.067349229,H.sara,Chr18,Female
A3858__Hsspru_L1,3745731,3587276,3913407,0.48586,167676,0.042846553,H.sara,Chr18,Female
A3861__Hsspru_L1,3758298,3571545.8,3895877,0.57581,137579,0.035314,H.sara,Chr18,Female
A3900__Hsmagd_L1,3737576,3584092.8,3909763,0.47128,172187,0.044040265,H.sara,Chr18,Female
A4016__Hlleuc,3656021,3429407.5,3737060,0.73659,81039,0.021685228,H.leucadia,Chr18,Female
A4121__Hssara_L1,3690241,3571778.9,3895746,0.36566,205505,0.052751129,H.sara,Chr18,Male
A4272__Hssara_L1,3667860,3550412.6,3871988,0.36523,204128,0.052719172,H.sara,Chr18,Male
A4278__Hcaqui_L2,3663987,3400798.7,3702587,0.8721,38600,0.010425143,H.congener,Chr18,Male
A4340__Hsmagd_L1,3668129,3549854.4,3871439,0.36779,203310,0.052515357,H.sara,Chr18,Male
A4343__Hssara_L1,3676399,3556822.1,3879082,0.37106,202683,0.052250249,H.sara,Chr18,Female
A4489__Hssara_L1,3683777,3565555.8,3888734,0.36581,204957,0.052705328,H.sara,Chr18,Male
A4534__Hsbrev_L2,3746288,3590730.1,3917052,0.4767,170764,0.04359503,H.sara,Chr18,Female
A4538__Hsbrev_L2,3742186,3589363.7,3915586,0.46846,173400,0.044284559,H.sara,Chr18,Male
A4678__Hselek_L2,3783039,3566193.4,3889856,0.66997,106817,0.0274604,H.sara,Chr18,Female
A4680__Hselek_L6,3763706,3545034.6,3866622,0.67998,102916,0.026616514,H.sara,Chr18,Male
A4683__Hselek_L2,3766567,3555167.6,3877569,0.6557,111002,0.028626699,H.sara,Chr18,Female
A4749__Heeleu,3607348,3365095.8,3662824,0.81367,55476,0.015145691,H.eleuchia,Chr18,Female
D3_USD_Hvenez_L1,3598809,3320573.2,3614566,0.9464,15757,0.004359306,H.hewitsoni,Chr18,Male
D5208__Hvenez_L1,3508319,3284826.3,3575462,0.76898,67143,0.018778832,H.antiochus,Chr18,Male
D5211__Hvenez_L1,3683737,3534737.7,3855283,0.46483,171546,0.044496344,H.sara,Chr18,Male
D5213__Hvenez_L1,3577728,3356255.2,3654350,0.74296,76622,0.02096734,H.antiochus,Chr18,Male
D5221__Hvenez_L1,3525247,3308316.9,3600923,0.74137,75676,0.021015723,H.antiochus,Chr18,Female
D5248__Hvenez_L1,3690318,3540947.2,3862192,0.46497,171874,0.044501672,H.sara,Chr18,Female
D5253__Hvenez_L1,3546111,3299377,3591317,0.84515,45206,0.012587583,H.antiochus,Chr18,Male
D5259__Hvenez_L1,3564939,3342977.9,3639321,0.749,74382,0.020438428,H.antiochus,Chr18,Male
D5270__Hvenez_L1,3528393,3331080.9,3626416,0.6681,98023,0.027030269,H.antiochus,Chr18,Male
D5273__Hvenez_L1,3503130,3308536,3600578,0.66632,97448,0.027064544,H.antiochus,Chr18,Female
D5276__Hvenez_L1,3531527,3334437,3629735,0.66743,98208,0.027056521,H.antiochus,Chr18,Female
D6_USD_Hvenez_L1,3549652,3266414.3,3554477,0.98325,4825,0.001357443,H.hewitsoni,Chr18,Female
D7_USD_Hvenez_L1,3541778,3267039.3,3554599,0.95541,12821,0.003606877,H.hewitsoni,Chr18,Male
R_1163_Hasnov_L8,3576774,3365127.9,3663282,0.70985,86508,0.02361489,H.antiochus,Chr18,Male
R_15_D_Hssara_L1,3633734,3515425.9,3833255,0.37224,199521,0.05205002,H.sara,Chr18,Male
R_16_D_Hssara_L1,3644224,3524598.1,3843491,0.37513,199267,0.051845315,H.sara,Chr18,Male
R_2794_Hssaph_L7,3544624,3321236.6,3613838,0.76345,69214,0.019152491,H.sapho,Chr18,Female
R_31_D_Hsmagd_L1,3721782,3566037.2,3889794,0.48105,168012,0.043193033,H.sara,Chr18,Male
R_32_D_Hsmagd_L2,3722121,3568538.5,3892587,0.47395,170466,0.04379247,H.sara,Chr18,Male
R_3467_Hssara_L1,3635172,3517826.6,3835917,0.36891,200745,0.052332988,H.sara,Chr18,Male
R_3510_Hschoc_L8,3581422,3343802.6,3638926,0.80515,57504,0.015802465,H.sapho,Chr18,Female
R_3511_Hschoc_L2,3581309,3350779.2,3646475,0.77962,65166,0.017870958,H.sapho,Chr18,Male
R_35_D_Hssara_L1,3637614,3516470.9,3834506,0.38091,196892,0.051347423,H.sara,Chr18,Female
R_36_D_Hssara_L8,3581353,3574942.6,3899034,0.01978,317681,0.081476848,H.sara,Chr18,Female
R_3751_Hssara_L8,3653524,3535047.1,3854956,0.37035,201432,0.052252736,H.sara,Chr18,Female
R_37_D_Hssara_L2,3563154,3561698.9,3884139,0.00451,320985,0.082639936,H.sara,Chr18,Female
R_4134_Hsmagd_L7,3669017,3553135.4,3875094,0.35993,206077,0.053179871,H.sara,Chr18,Male
R_4186_Hsmagd_L8,3707071,3549488,3871559,0.48928,164488,0.042486244,H.sara,Chr18,Male
R_4187_Hsmagd_L1,3729748,3576345.2,3901158,0.47228,171410,0.043938236,H.sara,Chr18,Male
R_4510_Hssaph_L8,3622194,3393233.1,3693889,0.76154,71695,0.019409083,H.sapho,Chr18,Female
R_4590_Hsspru_L2,3711941,3556420.8,3879208,0.4818,167267,0.043118853,H.sara,Chr18,Male
R_4591_Hsspru_L1,3696240,3539924.7,3860923,0.48697,164683,0.04265379,H.sara,Chr18,Male
R_4597_Hsspru_L7,3720836,3565075.8,3888698,0.4813,167862,0.043166633,H.sara,Chr18,Female
R_4864_Heeleu_L7,3587272,3345595.8,3641269,0.81738,53997,0.014829171,H.eleuchia,Chr18,Female
R_4871_Heeleu_L8,3550484,3311703.2,3603310,0.81885,52826,0.014660409,H.eleuchia,Chr18,Male
R_5074_Haaran_L7,3566914,3343911.5,3639651,0.75405,72737,0.019984608,H.antiochus,Chr18,Female
R_5091_Hssaph_L8,3601197,3375840.4,3674603,0.7543,73406,0.01997658,H.sapho,Chr18,Female
R_5092_Hssaph_L1,3610558,3393628.6,3693860,0.72254,83302,0.022551477,H.sapho,Chr18,Female
R_5237_Hssaph_L3,3568828,3345828.3,3641395,0.75448,72567,0.019928352,H.sapho,Chr18,Male
R_5314_Hssaph_L3,3573903,3350539.2,3646691,0.75422,72788,0.019960013,H.sapho,Chr18,Female
R_5324_Hssaph_L3,3591658,3368639,3666614,0.74845,74956,0.020442839,H.sapho,Chr18,Male
R_806__Hccong_L1,3605000,3343101.8,3638725,0.88592,33725,0.009268356,H.congener,Chr18,Female
R_807__Hccong_L1,3588594,3324178.1,3617621,0.90108,29027,0.008023781,H.congener,Chr18,Male
R_808__Hccong_L1,3570326,3313197.1,3605604,0.87935,35278,0.009784214,H.congener,Chr18,Male
R_812__Hssara_L3,3638818,3520542.9,3838927,0.37149,200109,0.052126284,H.sara,Chr18,Female
R_820__Hssara_L3,3657035,3539159.9,3859582,0.36787,202547,0.052478999,H.sara,Chr18,Male
R_828__Hssara_L3,3649906,3524203,3843086,0.3942,193180,0.050266895,H.sara,Chr18,Male
R_831__Hccong_L7,3463603,3221551.7,3502231,0.86238,38628,0.011029541,H.congener,Chr18,Female
R_869__Heprim_L3,3466161,3230026.5,3513570,0.8328,47409,0.013493114,H.eleuchia,Chr18,Male
R_870__Heprim_L3,3531398,3289043.2,3578917,0.83607,47519,0.01327748,H.eleuchia,Chr18,Female
R_871__Hsspru_L3,3715334,3555717,3878432,0.49461,163098,0.042052561,H.sara,Chr18,Male
R_886__Hsspru_L3,3723175,3560052.3,3883189,0.50481,160014,0.041206853,H.sara,Chr18,Male
R_887__Heprim_L3,3430647,3197073.7,3476978,0.83448,46331,0.013325077,H.eleuchia,Chr18,Female
R_888__Heprim_L3,3459794,3223840.6,3506602,0.83446,46808,0.013348535,H.eleuchia,Chr18,Male
S1053__Hssara_L7,3679530,3561361.6,3884280,0.36594,204750,0.052712472,H.sara,Chr18,Male
S12_US_Hssara_L7,3671960,3553331.1,3875372,0.36837,203412,0.05248838,H.sara,Chr18,Female
S1_USD_Hssara_L7,3668127,3550592.2,3872403,0.36523,204276,0.052751741,H.sara,Chr18,Male
S2083__Heeleu_L2,3672990,3384017.6,3684269,0.96243,11279,0.003061394,H.eleuchia,Chr18,Male
S21203_Haanti_L5,3628026,3429425.9,3735216,0.64947,107190,0.028697136,H.antiochus,Chr18,Female
S21204_Hssara_L5,3673263,3556496.8,3878956,0.36211,205693,0.053027928,H.sara,Chr18,Male
S21229_Haanti_L5,3607125,3409699,3713145,0.65061,106020,0.028552615,H.antiochus,Chr18,Male
S21234_Haanti_L2,3624640,3425975.5,3731083,0.65113,106443,0.028528714,H.antiochus,Chr18,Female
S2172__Hsmagd_L5,3692206,3576543.7,3901114,0.35636,208908,0.053550858,H.sara,Chr18,Male
S2852__Heprim_L2,3606403,3360689.6,3658290,0.82565,51887,0.014183403,H.eleuchia,Chr18,Male
S29_US_Hsmagd_L2,3582392,3613357.8,3942104,-0.09419,359712,0.091248734,H.sara,Chr18,Male
S3106__Heeleu_L2,3502335,3230924.3,3514985,0.95547,12650,0.003598877,H.eleuchia,Chr18,Male
S337_1_Haanti_L2,3620952,3417474.4,3721470,0.66934,100518,0.027010294,H.antiochus,Chr18,Male
S33_US_Hlpseu_L5,3665873,3433704.4,3742071,0.7529,76198,0.020362521,H.leucadia,Chr18,Male
S3533__Hsmagd_L5,3744340,3590112.9,3916400,0.47267,172060,0.043933204,H.sara,Chr18,Male
S40203_Hccong_L2,3641100,3379697.3,3679435,0.8721,38335,0.010418719,H.congener,Chr18,Male
S40219_Hssara_L7,3673752,3555558.7,3877851,0.36673,204099,0.052631986,H.sara,Chr18,Male
S40343_Heprim_L2,3600422,3356393.5,3653610,0.82105,53188,0.014557657,H.eleuchia,Chr18,Male
S4096__Haanti_L5,3623763,3424500.1,3729711,0.65287,105948,0.02840649,H.antiochus,Chr18,Female
S4097__Haanti_L5,3623707,3423686.1,3728850,0.65545,105143,0.028197165,H.antiochus,Chr18,Male
S4346__Hsmagd_L5,3664458,3547492.2,3869065,0.36373,204607,0.052882802,H.sara,Chr18,Female
S4704__Hselek_L5,3776219,3559370.8,3882400,0.6713,106181,0.02734932,H.sara,Chr18,Male
S4895__Hasnov_L2,3648460,3434911.5,3740989,0.69769,92529,0.024733834,H.antiochus,Chr18,Female
S4897__Haaran_L2,3612833,3407507,3710652,0.67732,97819,0.026361674,H.antiochus,Chr18,Male
S534_U_Heeleu_L5,3661864,3415347.6,3719461,0.81061,57597,0.015485308,H.eleuchia,Chr18,Male
S5_USD_Hssara_L7,3649350,3531704.4,3851504,0.36787,202154,0.052487028,H.sara,Chr18,Male
S857_U_Heeleu_L2,3660084,3372166.9,3671234,0.96272,11150,0.003037126,H.eleuchia,Chr18,Female
S8970__Heeleu_L2,3617597,3373428.1,3672477,0.81648,54880,0.014943593,H.eleuchia,Chr18,Female
S8_USD_Hssara_L7,3675742,3558557.7,3881116,0.3633,205374,0.052916223,H.sara,Chr18,Male
S9556__Haaran_L2,3625664,3391794,3693131,0.77611,67467,0.018268239,H.antiochus,Chr18,Female
A2458__Heeleu_L2,3579538,3289287.9,3591573,0.96019,12035,0.003350899,H.eleuchia,Chr19,Male
A2790__Hssaph_L2,3635421,3395466.9,3709679,0.76367,74258,0.020017365,H.sapho,Chr19,Male
A28_US_Hasnov_L2,3604469,3332983.9,3640059,0.8841,35590,0.009777314,H.congener,Chr19,Male
A3154__Heeleu_L2,3643386,3348364.9,3657217,0.95522,13831,0.003781837,H.eleuchia,Chr19,Male
A323_U_Hasnov_L2,3613717,3380984,3693477,0.74476,79760,0.021594828,H.antiochus,Chr19,Female
A3491__Hschoc_L3,3588912,3345744.9,3654005,0.78884,65093,0.017814152,H.sapho,Chr19,Female
A3497__Hschoc,3632496,3389586.4,3703295,0.77432,70799,0.01911784,H.sapho,Chr19,Male
A3501__Hschoc_L2,3606789,3366678.4,3677501,0.7725,70712,0.019228275,H.sapho,Chr19,Male
A3646__Heeleu_L2,3522857,3273148.8,3574638,0.82825,51781,0.014485663,H.eleuchia,Chr19,Male
A3740__Hcaqui_L2,3687549,3407581.4,3723436,0.88638,35887,0.009638141,H.congener,Chr19,Male
