Chrom,start,end,mid,sites,pi_H.sara,pi_H.leucadia,dxy_H.sara_H.leucadia,Fst_H.sara_H.leucadia
Chrom17,310356208,3.10E+08,1.55E+08,33931,0.0203,0.0064,0.0247,0.0425
Chrom17,310406209,3.10E+08,1.55E+08,36264,0.0201,0.0073,0.0267,0.0488
Chrom17,310456210,3.11E+08,1.55E+08,36196,0.0189,0.0074,0.0255,0.0495
Chrom17,310506211,3.11E+08,1.55E+08,35882,0.0183,0.0063,0.0246,0.0509
Chrom17,310556212,3.11E+08,1.55E+08,34583,0.0172,0.0068,0.0228,0.0476
Chrom17,310606213,3.11E+08,1.55E+08,37856,0.0179,0.0072,0.0244,0.0502
Chrom17,310656214,3.11E+08,1.55E+08,35701,0.0183,0.0063,0.0233,0.046
Chrom17,310706215,3.11E+08,1.55E+08,34826,0.0162,0.0061,0.0261,0.0684
Chrom17,310756216,3.11E+08,1.55E+08,32413,0.0196,0.0095,0.0262,0.0448
Chrom17,310806217,3.11E+08,1.55E+08,37441,0.0216,0.0077,0.0268,0.0429
Chrom17,310856218,3.11E+08,1.55E+08,37653,0.0184,0.0071,0.0255,0.0522
Chrom17,310906219,3.11E+08,1.55E+08,34227,0.0201,0.0074,0.0265,0.0484
Chrom17,310956220,3.11E+08,1.56E+08,35301,0.0177,0.0071,0.0226,0.0438
Chrom17,311006221,3.11E+08,1.56E+08,36867,0.0166,0.0061,0.0225,0.0504
Chrom17,311056222,3.11E+08,1.56E+08,33862,0.0161,0.0071,0.0193,0.0364
Chrom17,311106223,3.11E+08,1.56E+08,37726,0.0131,0.0073,0.0192,0.0518
Chrom17,311156224,3.11E+08,1.56E+08,38042,0.0144,0.0051,0.0191,0.0489
Chrom17,311206225,3.11E+08,1.56E+08,38063,0.0106,0.0062,0.0196,0.0777
Chrom17,311256226,3.11E+08,1.56E+08,39079,0.011,0.0064,0.018,0.0621
Chrom17,311306227,3.11E+08,1.56E+08,40468,0.0133,0.0052,0.0219,0.0699
Chrom17,311356228,3.11E+08,1.56E+08,40651,0.0136,0.006,0.0203,0.0577
Chrom17,311406229,3.11E+08,1.56E+08,40079,0.0124,0.0052,0.0197,0.0654
Chrom17,311456230,3.12E+08,1.56E+08,37904,0.0141,0.0075,0.0213,0.0552
Chrom17,311506231,3.12E+08,1.56E+08,40770,0.0116,0.0069,0.0223,0.0816
Chrom17,311556232,3.12E+08,1.56E+08,31794,0.0132,0.0073,0.0235,0.0737
Chrom17,311606233,3.12E+08,1.56E+08,36875,0.0148,0.0066,0.0239,0.0663
Chrom17,311656234,3.12E+08,1.56E+08,31820,0.0139,0.0068,0.0237,0.0705
Chrom17,311706235,3.12E+08,1.56E+08,38074,0.0142,0.0075,0.0215,0.0556
Chrom17,311756236,3.12E+08,1.56E+08,36453,0.0133,0.0083,0.022,0.0626
Chrom17,311806237,3.12E+08,1.56E+08,34597,0.0107,0.0068,0.0235,0.0975
Chrom17,311856238,3.12E+08,1.56E+08,38013,0.0151,0.0073,0.0247,0.0662
Chrom17,311906239,3.12E+08,1.56E+08,37939,0.014,0.0066,0.0252,0.0776
Chrom17,311956240,3.12E+08,1.56E+08,34560,0.0129,0.007,0.0229,0.0735
Chrom17,312006241,3.12E+08,1.56E+08,35545,0.0142,0.0057,0.0288,0.0949
Chrom17,312056242,3.12E+08,1.56E+08,36101,0.0136,0.006,0.0231,0.0719
Chrom17,312106243,3.12E+08,1.56E+08,37930,0.0111,0.0063,0.0241,0.0993
Chrom17,312156244,3.12E+08,1.56E+08,36323,0.0127,0.0061,0.0242,0.0848
Chrom17,312206245,3.12E+08,1.56E+08,38521,0.0112,0.006,0.0263,0.1107
Chrom17,312256246,3.12E+08,1.56E+08,36174,0.0064,0.0038,0.0251,0.1979
Chrom17,312306247,3.12E+08,1.56E+08,40453,0.0047,0.0044,0.0202,0.2064
Chrom17,312356248,3.12E+08,1.56E+08,35871,0.0038,0.0032,0.0186,0.2382
Chrom17,312406249,3.12E+08,1.56E+08,29508,0.0062,0.0044,0.0243,0.1951
Chrom17,312456250,3.13E+08,1.56E+08,30061,0.0181,0.0073,0.024,0.0474
Chrom17,312506251,3.13E+08,1.56E+08,37936,0.0181,0.0072,0.025,0.0515
Chrom17,312556252,3.13E+08,1.56E+08,35044,0.0171,0.0059,0.0231,0.0514
Chrom17,312606253,3.13E+08,1.56E+08,34147,0.0189,0.007,0.0235,0.0426
Chrom17,312656254,3.13E+08,1.56E+08,33695,0.0174,0.0065,0.0245,0.0542
Chrom17,312706255,3.13E+08,1.56E+08,36585,0.0172,0.0067,0.0246,0.0556
Chrom17,312756256,3.13E+08,1.56E+08,35768,0.0182,0.0075,0.023,0.0424
Chrom17,312806257,3.13E+08,1.56E+08,37210,0.0159,0.0056,0.021,0.049
Chrom17,312856258,3.13E+08,1.56E+08,42340,0.0095,0.0036,0.0127,0.0489
Chrom17,312906259,3.13E+08,1.56E+08,36485,0.0097,0.0036,0.0178,0.0835
Chrom17,312956260,3.13E+08,1.57E+08,41211,0.0134,0.0053,0.0178,0.0478
Chrom17,313006261,3.13E+08,1.57E+08,39898,0.0151,0.0059,0.0201,0.048
Chrom17,313056262,3.13E+08,1.57E+08,39537,0.0121,0.0031,0.0177,0.0625
Chrom17,313106263,3.13E+08,1.57E+08,37352,0.0151,0.0043,0.0197,0.0505
Chrom17,313156264,3.13E+08,1.57E+08,38382,0.0167,0.0057,0.0241,0.0578
Chrom17,313206265,3.13E+08,1.57E+08,35145,0.02,0.0101,0.0262,0.0421
Chrom17,313256266,3.13E+08,1.57E+08,32480,0.0222,0.0106,0.0289,0.043
Chrom17,313306267,3.13E+08,1.57E+08,26913,0.0241,0.0116,0.0299,0.0383
Chrom17,313356268,3.13E+08,1.57E+08,28711,0.0207,0.0085,0.0261,0.0423
Chrom17,313406269,3.13E+08,1.57E+08,37435,0.0153,0.0066,0.0215,0.0516
Chrom17,313456270,3.14E+08,1.57E+08,39328,0.0125,0.0059,0.0222,0.0755
Chrom17,313506271,3.14E+08,1.57E+08,31759,0.0117,0.0055,0.0176,0.0578
Chrom17,313556272,3.14E+08,1.57E+08,38135,0.0145,0.0062,0.0232,0.0653
Chrom17,313606273,3.14E+08,1.57E+08,38020,0.0166,0.0052,0.0225,0.0524
Chrom17,313656274,3.14E+08,1.57E+08,39950,0.0141,0.0053,0.0226,0.0679
Chrom17,313706275,3.14E+08,1.57E+08,37909,0.0157,0.0059,0.0204,0.0462
Chrom17,313756276,3.14E+08,1.57E+08,35334,0.015,0.0055,0.0207,0.0527
Chrom17,313806277,3.14E+08,1.57E+08,37616,0.0172,0.0072,0.0248,0.055
Chrom17,313856278,3.14E+08,1.57E+08,36630,0.0184,0.0076,0.024,0.0454
Chrom17,313906279,3.14E+08,1.57E+08,32214,0.0155,0.0064,0.0206,0.0476
Chrom17,313956280,3.14E+08,1.57E+08,34105,0.0192,0.0061,0.0243,0.0461
Chrom17,314006281,3.14E+08,1.57E+08,36623,0.0174,0.0086,0.0234,0.0455
Chrom17,314056282,3.14E+08,1.57E+08,31306,0.0189,0.0064,0.0255,0.0512
Chrom17,314106283,3.14E+08,1.57E+08,33867,0.0187,0.0081,0.0252,0.0475
Chrom17,314156284,3.14E+08,1.57E+08,36411,0.0175,0.0084,0.0249,0.051
Chrom17,314206285,3.14E+08,1.57E+08,39104,0.0165,0.0079,0.0236,0.052
Chrom17,314256286,3.14E+08,1.57E+08,38652,0.0156,0.006,0.0221,0.0544
Chrom17,314306287,3.14E+08,1.57E+08,33286,0.0111,0.0045,0.0184,0.071
Chrom17,314356288,3.14E+08,1.57E+08,32378,0.013,0.0052,0.0235,0.0809
Chrom17,314406289,3.14E+08,1.57E+08,38788,0.0122,0.0044,0.0171,0.054
Chrom17,314456290,3.15E+08,1.57E+08,40697,0.0135,0.0053,0.0185,0.0507
Chrom17,314506291,3.15E+08,1.57E+08,36389,0.014,0.0064,0.0216,0.0609
Chrom17,314556292,3.15E+08,1.57E+08,38031,0.0169,0.0088,0.0207,0.0351
Chrom17,314606293,3.15E+08,1.57E+08,31039,0.0161,0.0086,0.0224,0.0466
Chrom17,314656294,3.15E+08,1.57E+08,32328,0.0151,0.0045,0.0218,0.0593
Chrom17,314706295,3.15E+08,1.57E+08,38749,0.0154,0.0048,0.0232,0.0634
Chrom17,314756296,3.15E+08,1.57E+08,37933,0.0153,0.0056,0.0208,0.051
Chrom17,314806297,3.15E+08,1.57E+08,41584,0.0135,0.0047,0.018,0.0498
Chrom17,314856298,3.15E+08,1.57E+08,40186,0.0136,0.0044,0.0201,0.0611
Chrom17,314906299,3.15E+08,1.57E+08,40647,0.0147,0.0055,0.0228,0.0641
Chrom17,314956300,3.15E+08,1.58E+08,36140,0.0149,0.0057,0.0224,0.0607
Chrom17,315006301,3.15E+08,1.58E+08,30559,0.0173,0.0059,0.0209,0.041
Chrom17,315056302,3.15E+08,1.58E+08,37223,0.0161,0.0058,0.0231,0.0568
Chrom17,315106303,3.15E+08,1.58E+08,39926,0.0135,0.005,0.0216,0.0682
Chrom17,315156304,3.15E+08,1.58E+08,40474,0.0128,0.006,0.0179,0.0501
Chrom17,315206305,3.15E+08,1.58E+08,37719,0.0174,0.0087,0.0215,0.0369
Chrom17,315256306,3.15E+08,1.58E+08,39332,0.0163,0.0064,0.0201,0.041
Chrom17,315306307,3.15E+08,1.58E+08,38186,0.0154,0.0048,0.0213,0.0552
Chrom17,315356308,3.15E+08,1.58E+08,37655,0.0146,0.0043,0.0183,0.0464
Chrom17,315406309,3.15E+08,1.58E+08,33424,0.0168,0.0055,0.0207,0.0431
Chrom17,315456310,3.16E+08,1.58E+08,38757,0.0155,0.0055,0.0251,0.0695
Chrom17,315506311,3.16E+08,1.58E+08,34490,0.0159,0.0044,0.0205,0.0492
Chrom17,315556312,3.16E+08,1.58E+08,33921,0.0151,0.0064,0.0235,0.0631
Chrom17,315606313,3.16E+08,1.58E+08,38961,0.0147,0.0074,0.0197,0.045
Chrom17,315656314,3.16E+08,1.58E+08,40867,0.0131,0.0047,0.0203,0.0644
Chrom17,315706315,3.16E+08,1.58E+08,40647,0.011,0.0043,0.0214,0.0899
Chrom17,315756316,3.16E+08,1.58E+08,34662,0.0155,0.0064,0.0215,0.0514
Chrom17,315806317,3.16E+08,1.58E+08,34887,0.016,0.0054,0.021,0.0487
Chrom17,315856318,3.16E+08,1.58E+08,37949,0.0155,0.0049,0.0282,0.0847
Chrom17,315906319,3.16E+08,1.58E+08,39024,0.0147,0.0045,0.0194,0.0504
Chrom17,315956320,3.16E+08,1.58E+08,37684,0.0105,0.0051,0.019,0.0782
Chrom17,316006321,3.16E+08,1.58E+08,35864,0.0137,0.0064,0.0216,0.0623
Chrom17,316056322,3.16E+08,1.58E+08,27042,0.0146,0.006,0.0211,0.0557
Chrom17,316106323,3.16E+08,1.58E+08,15951,0.014,0.007,0.0229,0.0655
Chrom17,316156324,3.16E+08,1.58E+08,36281,0.0173,0.0072,0.0236,0.0497
Chrom17,316206325,3.16E+08,1.58E+08,32477,0.0138,0.005,0.0227,0.0718
Chrom17,316256326,3.16E+08,1.58E+08,31057,0.0165,0.0055,0.0238,0.0583
Chrom17,316306327,3.16E+08,1.58E+08,36756,0.017,0.0046,0.0222,0.051
Chrom17,316356328,3.16E+08,1.58E+08,38007,0.0109,0.0037,0.0179,0.0724
Chrom17,316406329,3.16E+08,1.58E+08,42475,0.0108,0.0041,0.0162,0.0609
Chrom17,316456330,3.17E+08,1.58E+08,39972,0.0135,0.004,0.0183,0.0533
Chrom17,316506331,3.17E+08,1.58E+08,34255,0.0147,0.0043,0.0206,0.0572
Chrom17,316556332,3.17E+08,1.58E+08,32990,0.0164,0.006,0.0225,0.0519
Chrom17,316606333,3.17E+08,1.58E+08,38590,0.015,0.0047,0.0216,0.0589
Chrom17,316656334,3.17E+08,1.58E+08,30005,0.0145,0.0058,0.0194,0.0486
Chrom17,316706335,3.17E+08,1.58E+08,30749,0.0132,0.007,0.0191,0.0512
Chrom17,316756336,3.17E+08,1.58E+08,35364,0.0139,0.0078,0.0192,0.0452
Chrom17,316806337,3.17E+08,1.58E+08,40094,0.0128,0.0057,0.0177,0.0497
Chrom17,316856338,3.17E+08,1.58E+08,38585,0.0134,0.0064,0.0199,0.0555
Chrom17,316906339,3.17E+08,1.58E+08,32802,0.0154,0.0038,0.0188,0.0456
Chrom17,316956340,3.17E+08,1.59E+08,38895,0.0146,0.0044,0.0186,0.0474
Chrom17,317006341,3.17E+08,1.59E+08,34866,0.0119,0.0047,0.017,0.0544
Chrom17,317056342,3.17E+08,1.59E+08,38770,0.0169,0.0055,0.022,0.0485
Chrom17,317106343,3.17E+08,1.59E+08,40180,0.0114,0.0048,0.0167,0.0561
Chrom17,317156344,3.17E+08,1.59E+08,40322,0.0129,0.0059,0.0179,0.0501
Chrom17,317206345,3.17E+08,1.59E+08,39098,0.0149,0.0044,0.0182,0.044
Chrom17,317256346,3.17E+08,1.59E+08,33989,0.0165,0.0054,0.0209,0.0459
Chrom17,317306347,3.17E+08,1.59E+08,34982,0.0139,0.0073,0.02,0.0506
Chrom17,317356348,3.17E+08,1.59E+08,38110,0.0159,0.007,0.0211,0.0461
Chrom17,317406349,3.17E+08,1.59E+08,32589,0.0138,0.0059,0.0171,0.04
Chrom17,317456350,3.18E+08,1.59E+08,38284,0.0118,0.0032,0.0169,0.0593
Chrom17,317506351,3.18E+08,1.59E+08,40590,0.0102,0.0041,0.0167,0.0689
Chrom17,317556352,3.18E+08,1.59E+08,34538,0.0134,0.006,0.0195,0.0551
Chrom17,317606353,3.18E+08,1.59E+08,35603,0.0155,0.0064,0.0208,0.048
Chrom17,317656354,3.18E+08,1.59E+08,36411,0.0161,0.0058,0.0209,0.0472
Chrom17,317706355,3.18E+08,1.59E+08,29326,0.0166,0.007,0.0226,0.049
Chrom17,317756356,3.18E+08,1.59E+08,36000,0.0157,0.0071,0.0207,0.0449
Chrom17,317806357,3.18E+08,1.59E+08,39411,0.0142,0.0051,0.0196,0.0528
Chrom17,317856358,3.18E+08,1.59E+08,37567,0.0155,0.0069,0.0212,0.0487
Chrom17,317906359,3.18E+08,1.59E+08,37381,0.0155,0.0057,0.0219,0.0547
Chrom17,317956360,3.18E+08,1.59E+08,31958,0.0141,0.005,0.0217,0.0642
Chrom17,318006361,3.18E+08,1.59E+08,40198,0.0114,0.0035,0.0149,0.0494
Chrom17,318056362,3.18E+08,1.59E+08,39253,0.0104,0.0041,0.0199,0.0883
Chrom17,318106363,3.18E+08,1.59E+08,40080,0.0133,0.005,0.0182,0.0509
Chrom17,318156364,3.18E+08,1.59E+08,34889,0.0154,0.005,0.0199,0.0477
Chrom17,318206365,3.18E+08,1.59E+08,39565,0.0155,0.005,0.0219,0.0568
Chrom17,318256366,3.18E+08,1.59E+08,37305,0.0153,0.0055,0.0194,0.0447
Chrom17,318306367,3.18E+08,1.59E+08,37662,0.0117,0.0039,0.0213,0.0847
Chrom17,318356368,3.18E+08,1.59E+08,34364,0.0123,0.005,0.015,0.0397
Chrom17,318406369,3.18E+08,1.59E+08,33801,0.0143,0.0025,0.0166,0.044
Chrom17,318456370,3.19E+08,1.59E+08,37780,0.015,0.0044,0.0197,0.0506
Chrom17,318506371,3.19E+08,1.59E+08,39080,0.0108,0.0046,0.0166,0.0612
Chrom17,318556372,3.19E+08,1.59E+08,40573,0.0127,0.0049,0.0198,0.065
Chrom17,318606373,3.19E+08,1.59E+08,40985,0.0113,0.0048,0.0172,0.0605
Chrom17,318656374,3.19E+08,1.59E+08,37219,0.0141,0.0056,0.0171,0.0391
Chrom17,318706375,3.19E+08,1.59E+08,36174,0.0106,0.0042,0.0173,0.0689
Chrom17,318756376,3.19E+08,1.59E+08,40682,0.0092,0.0037,0.0134,0.057
Chrom17,318806377,3.19E+08,1.59E+08,40907,0.012,0.0049,0.0195,0.0677
Chrom17,318856378,3.19E+08,1.59E+08,39481,0.014,0.0043,0.0173,0.0446
Chrom17,318906379,3.19E+08,1.59E+08,37360,0.0136,0.0052,0.0192,0.0541
Chrom17,318956380,3.19E+08,1.60E+08,34601,0.0157,0.0074,0.0199,0.0405
Chrom17,319006381,3.19E+08,1.60E+08,37238,0.0129,0.0066,0.0198,0.0576
Chrom17,319056382,3.19E+08,1.60E+08,38641,0.018,0.0055,0.0241,0.0523
Chrom17,319106383,3.19E+08,1.60E+08,30437,0.0159,0.0066,0.0232,0.0566
Chrom17,319156384,3.19E+08,1.60E+08,29370,0.0167,0.0072,0.0231,0.0503
Chrom17,319206385,3.19E+08,1.60E+08,32332,0.0128,0.0047,0.0171,0.049
Chrom17,319256386,3.19E+08,1.60E+08,37520,0.0165,0.0082,0.0203,0.0367
Chrom17,319306387,3.19E+08,1.60E+08,36836,0.0179,0.0055,0.0242,0.0527
Chrom17,319356388,3.19E+08,1.60E+08,32727,0.0167,0.0075,0.0246,0.0557
Chrom17,319406389,3.19E+08,1.60E+08,32824,0.0171,0.0057,0.0216,0.0451
Chrom17,319456390,3.20E+08,1.60E+08,32052,0.0157,0.0056,0.0209,0.0492
Chrom17,319506391,3.20E+08,1.60E+08,36643,0.0158,0.005,0.0238,0.0636
Chrom17,319556392,3.20E+08,1.60E+08,39191,0.0158,0.006,0.0215,0.0503
Chrom17,319606393,3.20E+08,1.60E+08,41224,0.0113,0.0044,0.0196,0.0763
Chrom17,319656394,3.20E+08,1.60E+08,38501,0.0149,0.0057,0.0205,0.0517
Chrom17,319706395,3.20E+08,1.60E+08,39894,0.0149,0.0054,0.019,0.0448
Chrom17,319756396,3.20E+08,1.60E+08,32077,0.015,0.0047,0.0207,0.0547
Chrom17,319806397,3.20E+08,1.60E+08,35599,0.0154,0.0065,0.0204,0.0469
Chrom17,319856398,3.20E+08,1.60E+08,35991,0.0165,0.0057,0.0228,0.0533
Chrom17,319906399,3.20E+08,1.60E+08,36292,0.0204,0.0086,0.0261,0.0433
Chrom17,319956400,3.20E+08,1.60E+08,31870,0.0205,0.007,0.0247,0.0407
Chrom17,320006401,3.20E+08,1.60E+08,31323,0.022,0.0077,0.0272,0.0428
Chrom17,320056402,3.20E+08,1.60E+08,30951,0.0223,0.0083,0.0305,0.0514
Chrom17,320106403,3.20E+08,1.60E+08,32250,0.0191,0.0065,0.0248,0.0479
Chrom17,320156404,3.20E+08,1.60E+08,34021,0.019,0.0072,0.023,0.0399
Chrom17,320206405,3.20E+08,1.60E+08,31326,0.0185,0.0074,0.0234,0.0432
Chrom17,320256406,3.20E+08,1.60E+08,28976,0.0179,0.0069,0.0219,0.0405
Chrom17,320306407,3.20E+08,1.60E+08,37285,0.0139,0.0054,0.02,0.0557
Chrom17,320356408,3.20E+08,1.60E+08,33090,0.0155,0.0074,0.0183,0.0338
Chrom17,320406409,3.20E+08,1.60E+08,18318,0.0156,0.005,0.0226,0.0594
Chrom17,320456410,3.21E+08,1.60E+08,29210,0.0158,0.0051,0.0211,0.0507
Chrom17,320506411,3.21E+08,1.60E+08,29037,0.0169,0.0093,0.0235,0.0463
Chrom17,320556412,3.21E+08,1.60E+08,25847,0.0176,0.0103,0.0248,0.0464
Chrom17,320606413,3.21E+08,1.60E+08,22028,0.0144,0.0082,0.0203,0.0474
Chrom17,320656414,3.21E+08,1.60E+08,34842,0.0194,0.0053,0.026,0.0534
Chrom17,320706415,3.21E+08,1.60E+08,31279,0.0193,0.0056,0.0245,0.0475
Chrom17,320756416,3.21E+08,1.60E+08,33686,0.0184,0.0066,0.0247,0.0504
Chrom17,320806417,3.21E+08,1.60E+08,37102,0.0184,0.0063,0.023,0.0444
Chrom17,320856418,3.21E+08,1.60E+08,37619,0.017,0.0085,0.0232,0.0466
Chrom17,320906419,3.21E+08,1.60E+08,35470,0.0187,0.0062,0.0243,0.048
Chrom17,320956420,3.21E+08,1.61E+08,32494,0.0186,0.0069,0.0249,0.0492
Chrom17,321006421,3.21E+08,1.61E+08,37504,0.019,0.0061,0.0264,0.0548
Chrom17,321056422,3.21E+08,1.61E+08,27856,0.0206,0.0071,0.0254,0.0426
Chrom17,321106423,3.21E+08,1.61E+08,34761,0.0204,0.0069,0.0236,0.0374
Chrom17,321156424,3.21E+08,1.61E+08,34729,0.0193,0.0071,0.0283,0.0588
Chrom17,321206425,3.21E+08,1.61E+08,32380,0.0191,0.0066,0.0252,0.0492
Chrom17,321256426,3.21E+08,1.61E+08,37499,0.0171,0.0065,0.0221,0.0459
Chrom17,321306427,3.21E+08,1.61E+08,38179,0.0119,0.0034,0.0169,0.0579
Chrom17,321356428,3.21E+08,1.61E+08,40265,0.0103,0.0039,0.0202,0.0923
Chrom17,321406429,3.21E+08,1.61E+08,37858,0.0172,0.0069,0.0232,0.049
Chrom17,321456430,3.22E+08,1.61E+08,39004,0.0161,0.006,0.022,0.0516
Chrom17,321506431,3.22E+08,1.61E+08,35707,0.0179,0.0068,0.0251,0.0537
Chrom17,321556432,3.22E+08,1.61E+08,40115,0.0154,0.0038,0.0203,0.0526
Chrom17,321606433,3.22E+08,1.61E+08,39364,0.0116,0.0043,0.0185,0.0677
Chrom17,321656434,3.22E+08,1.61E+08,34276,0.0113,0.0045,0.0172,0.0611
Chrom17,321706435,3.22E+08,1.61E+08,35964,0.0152,0.0061,0.0193,0.0431
Chrom17,321756436,3.22E+08,1.61E+08,33399,0.0191,0.0096,0.0226,0.0332
Chrom17,321806437,3.22E+08,1.61E+08,39046,0.0138,0.0046,0.0189,0.0534
Chrom17,321856438,3.22E+08,1.61E+08,37844,0.018,0.0058,0.0256,0.0569
Chrom17,321906439,3.22E+08,1.61E+08,32580,0.0185,0.0075,0.0268,0.0556
Chrom17,321956440,3.22E+08,1.61E+08,32811,0.019,0.0057,0.0226,0.0414
Chrom17,322006441,3.22E+08,1.61E+08,28363,0.0211,0.0061,0.0287,0.0538
Chrom17,322056442,3.22E+08,1.61E+08,32453,0.0217,0.0075,0.0281,0.0474
Chrom17,322106443,3.22E+08,1.61E+08,31614,0.0204,0.0099,0.0245,0.0351
Chrom17,322156444,3.22E+08,1.61E+08,36923,0.0205,0.0069,0.0264,0.0471
Chrom17,322206445,3.22E+08,1.61E+08,32489,0.0216,0.0062,0.0286,0.0515
Chrom17,322256446,3.22E+08,1.61E+08,34228,0.0211,0.0088,0.0294,0.0517
Chrom17,322306447,3.22E+08,1.61E+08,37321,0.0202,0.0073,0.0264,0.0474
Chrom17,322356448,3.22E+08,1.61E+08,34905,0.0192,0.0075,0.0237,0.0411
Chrom17,322406449,3.22E+08,1.61E+08,32644,0.017,0.0057,0.0222,0.0485
Chrom17,322456450,3.23E+08,1.61E+08,31618,0.0204,0.0063,0.0265,0.0487
Chrom17,322506451,3.23E+08,1.61E+08,33260,0.0201,0.0058,0.0244,0.0437
Chrom17,322556452,3.23E+08,1.61E+08,36949,0.018,0.0071,0.0258,0.0551
Chrom17,322606453,3.23E+08,1.61E+08,36563,0.019,0.0073,0.024,0.0434
Chrom17,322656454,3.23E+08,1.61E+08,32735,0.019,0.0075,0.024,0.043
Chrom17,322706455,3.23E+08,1.61E+08,35346,0.0195,0.007,0.0237,0.0407
Chrom17,322756456,3.23E+08,1.61E+08,33196,0.0197,0.0068,0.0242,0.0424
Chrom17,322806457,3.23E+08,1.61E+08,30837,0.0211,0.0065,0.0276,0.0495
Chrom17,322856458,3.23E+08,1.61E+08,32902,0.0178,0.0066,0.0246,0.0521
Chrom17,322906459,3.23E+08,1.61E+08,32466,0.0186,0.006,0.0262,0.0559
Chrom17,322956460,3.23E+08,1.62E+08,35768,0.0151,0.0066,0.0222,0.0565
Chrom17,323006461,3.23E+08,1.62E+08,35987,0.0182,0.0091,0.0252,0.0476
Chrom17,323056462,3.23E+08,1.62E+08,36895,0.0158,0.0045,0.0187,0.0413
Chrom17,323106463,3.23E+08,1.62E+08,35309,0.0151,0.0051,0.021,0.0543
Chrom17,323156464,3.23E+08,1.62E+08,34642,0.0185,0.0055,0.0265,0.0589
Chrom17,323206465,3.23E+08,1.62E+08,37290,0.0193,0.0084,0.0255,0.0457
Chrom17,323256466,3.23E+08,1.62E+08,33750,0.0166,0.0054,0.0232,0.0554
Chrom17,323306467,3.23E+08,1.62E+08,29278,0.0195,0.0052,0.0242,0.0463
Chrom17,323356468,3.23E+08,1.62E+08,36292,0.0167,0.007,0.0242,0.0556
Chrom17,323406469,3.23E+08,1.62E+08,28010,0.0205,0.0083,0.0239,0.0355
Chrom17,323456470,3.24E+08,1.62E+08,31551,0.0226,0.01,0.028,0.0394
Chrom17,323506471,3.24E+08,1.62E+08,25203,0.0246,0.0097,0.03,0.0397
Chrom17,323556472,3.24E+08,1.62E+08,18521,0.0226,0.0077,0.0269,0.04
Chrom17,323606473,3.24E+08,1.62E+08,25780,0.0241,0.0084,0.0272,0.0351
Chrom17,323656474,3.24E+08,1.62E+08,27002,0.0228,0.0097,0.0275,0.0378
Chrom17,323706475,3.24E+08,1.62E+08,21179,0.0216,0.0073,0.0279,0.0474
Chrom17,323756476,3.24E+08,1.62E+08,34449,0.0227,0.0059,0.0285,0.0476
Chrom17,323806477,3.24E+08,1.62E+08,28933,0.022,0.0091,0.0275,0.0413
Chrom17,323856478,3.24E+08,1.62E+08,31230,0.0225,0.0082,0.0289,0.046
Chrom17,323906479,3.24E+08,1.62E+08,30972,0.023,0.0087,0.0273,0.0382
Chrom17,323956480,3.24E+08,1.62E+08,27571,0.022,0.0091,0.0287,0.0455
Chrom17,324006481,3.24E+08,1.62E+08,31730,0.0235,0.0064,0.0283,0.0434
Chrom17,324056482,3.24E+08,1.62E+08,29229,0.0192,0.005,0.0234,0.0451
Chrom17,324106483,3.24E+08,1.62E+08,34694,0.0175,0.0078,0.023,0.0449
Chrom17,324156484,3.24E+08,1.62E+08,40759,0.013,0.0054,0.0221,0.0733
Chrom17,324206485,3.24E+08,1.62E+08,39412,0.0098,0.0037,0.0197,0.0953
Chrom17,324256486,3.24E+08,1.62E+08,39005,0.014,0.0067,0.0192,0.0476
Chrom17,324306487,3.24E+08,1.62E+08,34563,0.0175,0.0073,0.0247,0.0531
Chrom17,324356488,3.24E+08,1.62E+08,34128,0.0157,0.0041,0.0252,0.0725
Chrom17,324406489,3.24E+08,1.62E+08,40324,0.0132,0.0073,0.021,0.0606
Chrom17,324456490,3.25E+08,1.62E+08,37919,0.0157,0.0058,0.0235,0.0606
Chrom17,324506491,3.25E+08,1.62E+08,33194,0.0173,0.0066,0.022,0.0438
Chrom17,324556492,3.25E+08,1.62E+08,34149,0.012,0.0044,0.0226,0.0869
Chrom17,324606493,3.25E+08,1.62E+08,40305,0.0128,0.0053,0.0233,0.0812
Chrom17,324656494,3.25E+08,1.62E+08,39703,0.0159,0.0064,0.0211,0.0474
Chrom17,324706495,3.25E+08,1.62E+08,38536,0.0176,0.0049,0.0246,0.0571
Chrom17,324756496,3.25E+08,1.62E+08,37412,0.0177,0.0044,0.0228,0.0504
Chrom17,324806497,3.25E+08,1.62E+08,39794,0.0124,0.0041,0.0263,0.1039
Chrom17,324856498,3.25E+08,1.62E+08,37850,0.0167,0.0035,0.0234,0.0601
Chrom17,324906499,3.25E+08,1.62E+08,38413,0.0151,0.0054,0.0235,0.0653
Chrom17,324956500,3.25E+08,1.63E+08,35334,0.0111,0.0043,0.0183,0.0704
Chrom17,325006501,3.25E+08,1.63E+08,34684,0.012,0.0056,0.0225,0.0832
Chrom17,325056502,3.25E+08,1.63E+08,39505,0.0129,0.0053,0.0221,0.0736
Chrom17,325106503,3.25E+08,1.63E+08,34148,0.016,0.0062,0.0208,0.0464
Chrom17,325156504,3.25E+08,1.63E+08,38020,0.0181,0.0057,0.0251,0.0553
Chrom17,325206505,3.25E+08,1.63E+08,37140,0.0108,0.0046,0.0226,0.099
Chrom17,325256506,3.25E+08,1.63E+08,39211,0.012,0.0046,0.0238,0.0933
