Chrom,start,end,mid,sites,pi_H.ant.Andes,pi_H.ant.Amaz,dxy_H.ant.Andes_H.ant.Amaz,Fst_H.ant.Andes_H.ant.Amaz
add,305256105,305306105,152653052.5,NA,NA,NA,NA,NA
add,305306106,305356106,152678053,NA,NA,NA,NA,NA
add,305356107,305406107,152703053.5,NA,NA,NA,NA,NA
add,305406108,305456108,152728054,NA,NA,NA,NA,NA
add,305456109,305506109,152753054.5,NA,NA,NA,NA,NA
add,305506110,305556110,152778055,NA,NA,NA,NA,NA
add,305556111,305606111,152803055.5,NA,NA,NA,NA,NA
add,305606112,305656112,152828056,NA,NA,NA,NA,NA
add,305656113,305706113,152853056.5,NA,NA,NA,NA,NA
add,305706114,305756114,152878057,NA,NA,NA,NA,NA
add,305756115,305806115,152903057.5,NA,NA,NA,NA,NA
add,305806116,305856116,152928058,NA,NA,NA,NA,NA
add,305856117,305906117,152953058.5,NA,NA,NA,NA,NA
add,305906118,305956118,152978059,NA,NA,NA,NA,NA
add,305956119,306006119,153003059.5,NA,NA,NA,NA,NA
add,306006120,306056120,153028060,NA,NA,NA,NA,NA
add,306056121,306106121,153053060.5,NA,NA,NA,NA,NA
add,306106122,306156122,153078061,NA,NA,NA,NA,NA
add,306156123,306206123,153103061.5,NA,NA,NA,NA,NA
add,306206124,306256124,153128062,NA,NA,NA,NA,NA
add,306256125,306306125,153153062.5,NA,NA,NA,NA,NA
add,306306126,306356126,153178063,NA,NA,NA,NA,NA
add,306356127,306406127,153203063.5,NA,NA,NA,NA,NA
add,306406128,306456128,153228064,NA,NA,NA,NA,NA
add,306456129,306506129,153253064.5,NA,NA,NA,NA,NA
add,306506130,306556130,153278065,NA,NA,NA,NA,NA
add,306556131,306606131,153303065.5,NA,NA,NA,NA,NA
add,306606132,306656132,153328066,NA,NA,NA,NA,NA
add,306656133,306706133,153353066.5,NA,NA,NA,NA,NA
add,306706134,306756134,153378067,NA,NA,NA,NA,NA
add,306756135,306806135,153403067.5,NA,NA,NA,NA,NA
Chrom17,306806136,306856136,153428068,37305,0.0056,0.0084,0.009,0.1316
Chrom17,306856137,306906137,153453068.5,33466,0.0059,0.0088,0.0085,0.0741
Chrom17,306906138,306956138,153478069,36929,0.0054,0.0089,0.0089,0.1109
Chrom17,306956139,307006139,153503069.5,32374,0.0055,0.0089,0.0085,0.0861
Chrom17,307006140,307056140,153528070,34277,0.0074,0.0086,0.0089,0.0543
Chrom17,307056141,307106141,153553070.5,36151,0.0069,0.0101,0.0105,0.105
Chrom17,307106142,307156142,153578071,37085,0.0082,0.0098,0.0101,0.0603
Chrom17,307156143,307206143,153603071.5,34762,0.0077,0.0096,0.0095,0.048
Chrom17,307206144,307256144,153628072,32616,0.0062,0.009,0.0087,0.0737
Chrom17,307256145,307306145,153653072.5,32788,0.006,0.0097,0.0103,0.1429
Chrom17,307306146,307356146,153678073,31112,0.0064,0.0088,0.0097,0.1224
Chrom17,307356147,307406147,153703073.5,33931,0.0067,0.0096,0.0099,0.0968
Chrom17,307406148,307456148,153728074,36264,0.0076,0.0099,0.0104,0.0866
Chrom17,307456149,307506149,153753074.5,36196,0.0076,0.009,0.0095,0.0671
Chrom17,307506150,307556150,153778075,35882,0.0071,0.0082,0.0085,0.0553
Chrom17,307556151,307606151,153803075.5,34583,0.0073,0.0083,0.0086,0.0485
Chrom17,307606152,307656152,153828076,37856,0.0078,0.0101,0.0102,0.067
Chrom17,307656153,307706153,153853076.5,35701,0.0075,0.0088,0.0095,0.0781
Chrom17,307706154,307756154,153878077,34826,0.0062,0.008,0.0085,0.0887
Chrom17,307756155,307806155,153903077.5,32413,0.008,0.0099,0.01,0.0572
Chrom17,307806156,307856156,153928078,37441,0.0071,0.0094,0.0092,0.0586
Chrom17,307856157,307906157,153953078.5,37653,0.0075,0.0101,0.0101,0.0695
Chrom17,307906158,307956158,153978079,34227,0.0079,0.0108,0.0105,0.0626
Chrom17,307956159,308006159,154003079.5,35301,0.0067,0.0077,0.0081,0.0556
Chrom17,308006160,308056160,154028080,36867,0.0074,0.0087,0.009,0.0573
Chrom17,308056161,308106161,154053080.5,33862,0.0052,0.0078,0.0078,0.0933
Chrom17,308106162,308156162,154078081,37726,0.0039,0.0068,0.0063,0.0834
Chrom17,308156163,308206163,154103081.5,38042,0.0045,0.0072,0.0068,0.0809
Chrom17,308206164,308256164,154128082,38063,0.004,0.0055,0.0053,0.0589
Chrom17,308256165,308306165,154153082.5,39079,0.0048,0.0065,0.0071,0.1192
Chrom17,308306166,308356166,154178083,40468,0.0065,0.0088,0.0089,0.0796
Chrom17,308356167,308406167,154203083.5,40651,0.0046,0.0066,0.0066,0.0835
Chrom17,308406168,308456168,154228084,40079,0.0054,0.0076,0.0077,0.086
Chrom17,308456169,308506169,154253084.5,37904,0.006,0.0084,0.0084,0.0826
Chrom17,308506170,308556170,154278085,40770,0.0054,0.0074,0.0076,0.0882
Chrom17,308556171,308606171,154303085.5,31794,0.0068,0.0073,0.008,0.0621
Chrom17,308606172,308656172,154328086,36875,0.0069,0.0083,0.0085,0.056
Chrom17,308656173,308706173,154353086.5,31820,0.0064,0.007,0.0076,0.0649
Chrom17,308706174,308756174,154378087,38074,0.0074,0.0076,0.0092,0.1017
Chrom17,308756175,308806175,154403087.5,36453,0.0037,0.0083,0.0081,0.1575
Chrom17,308806176,308856176,154428088,34597,0.0052,0.0069,0.007,0.073
Chrom17,308856177,308906177,154453088.5,38013,0.0059,0.0072,0.0073,0.0532
Chrom17,308906178,308956178,154478089,37939,0.0044,0.0074,0.0072,0.1058
Chrom17,308956179,309006179,154503089.5,34560,0.0054,0.0073,0.0078,0.1042
Chrom17,309006180,309056180,154528090,35545,0.007,0.0078,0.0083,0.0621
Chrom17,309056181,309106181,154553090.5,36101,0.0073,0.0081,0.0088,0.0664
Chrom17,309106182,309156182,154578091,37930,0.005,0.0065,0.0064,0.0549
Chrom17,309156183,309206183,154603091.5,36323,0.0056,0.0072,0.007,0.0475
Chrom17,309206184,309256184,154628092,38521,0.0037,0.0068,0.0063,0.0931
Chrom17,309256185,309306185,154653092.5,36174,0.003,0.0047,0.0047,0.1021
Chrom17,309306186,309356186,154678093,40453,0.0042,0.0041,0.0047,0.0695
Chrom17,309356187,309406187,154703093.5,35871,0.0031,0.0034,0.0038,0.0868
Chrom17,309406188,309456188,154728094,29508,0.0028,0.0037,0.004,0.1016
Chrom17,309456189,309506189,154753094.5,30061,0.0055,0.0086,0.0085,0.0944
Chrom17,309506190,309556190,154778095,37936,0.0063,0.0081,0.008,0.055
Chrom17,309556191,309606191,154803095.5,35044,0.0073,0.0083,0.0089,0.0673
Chrom17,309606192,309656192,154828096,34147,0.0085,0.0088,0.0094,0.0415
Chrom17,309656193,309706193,154853096.5,33695,0.0065,0.0068,0.0076,0.0655
Chrom17,309706194,309756194,154878097,36585,0.0063,0.0075,0.0074,0.038
Chrom17,309756195,309806195,154903097.5,35768,0.0067,0.0078,0.0083,0.0699
Chrom17,309806196,309856196,154928098,37210,0.0073,0.0077,0.0081,0.0414
Chrom17,309856197,309906197,154953098.5,42340,0.0037,0.0051,0.0055,0.1113
Chrom17,309906198,309956198,154978099,36485,0.0058,0.0065,0.0067,0.0466
Chrom17,309956199,310006199,155003099.5,41211,0.0038,0.0062,0.0058,0.0763
Chrom17,310006200,310056200,155028100,39898,0.004,0.0059,0.0057,0.0716
Chrom17,310056201,310106201,155053100.5,39537,0.0034,0.005,0.0051,0.0969
Chrom17,310106202,310156202,155078101,37352,0.005,0.0069,0.0069,0.0745
Chrom17,310156203,310206203,155103101.5,38382,0.0066,0.0094,0.009,0.0616
Chrom17,310206204,310256204,155128102,35145,0.0088,0.0108,0.0109,0.0546
Chrom17,310256205,310306205,155153102.5,32480,0.0084,0.0101,0.0102,0.0514
Chrom17,310306206,310356206,155178103,26913,0.0086,0.0101,0.0103,0.0471
Chrom17,310356207,310406207,155203103.5,28711,0.0068,0.0094,0.0091,0.0587
Chrom17,310406208,310456208,155228104,37435,0.0048,0.0079,0.0088,0.1661
Chrom17,310456209,310506209,155253104.5,39328,0.0036,0.006,0.0065,0.1517
Chrom17,310506210,310556210,155278105,31759,0.0051,0.0054,0.0065,0.1092
Chrom17,310556211,310606211,155303105.5,38135,0.0054,0.0069,0.0072,0.0785
Chrom17,310606212,310656212,155328106,38020,0.0057,0.0072,0.0076,0.0869
Chrom17,310656213,310706213,155353106.5,39950,0.0053,0.0069,0.0072,0.0848
Chrom17,310706214,310756214,155378107,37909,0.0047,0.0072,0.0068,0.0721
Chrom17,310756215,310806215,155403107.5,35334,0.0045,0.0077,0.0078,0.1309
Chrom17,310806216,310856216,155428108,37616,0.0064,0.0083,0.0083,0.0604
Chrom17,310856217,310906217,155453108.5,36630,0.0056,0.0083,0.0079,0.0667
Chrom17,310906218,310956218,155478109,32214,0.0061,0.0083,0.0085,0.0854
Chrom17,310956219,311006219,155503109.5,34105,0.0055,0.0075,0.0074,0.0643
Chrom17,311006220,311056220,155528110,36623,0.0059,0.007,0.0074,0.0685
Chrom17,311056221,311106221,155553110.5,31306,0.006,0.0097,0.0097,0.1106
Chrom17,311106222,311156222,155578111,33867,0.0074,0.009,0.0094,0.068
Chrom17,311156223,311206223,155603111.5,36411,0.0054,0.0088,0.0083,0.0846
Chrom17,311206224,311256224,155628112,39104,0.0076,0.009,0.0088,0.0318
Chrom17,311256225,311306225,155653112.5,38652,0.0071,0.0082,0.008,0.024
Chrom17,311306226,311356226,155678113,33286,0.0051,0.0061,0.0063,0.0587
Chrom17,311356227,311406227,155703113.5,32378,0.0037,0.006,0.0054,0.0588
Chrom17,311406228,311456228,155728114,38788,0.0067,0.0074,0.0078,0.0508
Chrom17,311456229,311506229,155753114.5,40697,0.0046,0.0074,0.0073,0.1011
Chrom17,311506230,311556230,155778115,36389,0.005,0.0066,0.0069,0.0889
Chrom17,311556231,311606231,155803115.5,38031,0.005,0.0062,0.0061,0.047
Chrom17,311606232,311656232,155828116,31039,0.0052,0.0082,0.0083,0.1115
Chrom17,311656233,311706233,155853116.5,32328,0.0058,0.0078,0.0077,0.0663
Chrom17,311706234,311756234,155878117,38749,0.0055,0.0069,0.0074,0.0924
Chrom17,311756235,311806235,155903117.5,37933,0.0061,0.0067,0.0068,0.0311
Chrom17,311806236,311856236,155928118,41584,0.0062,0.0067,0.0069,0.0388
Chrom17,311856237,311906237,155953118.5,40186,0.0055,0.0062,0.006,0.0157
Chrom17,311906238,311956238,155978119,40647,0.0053,0.0063,0.0063,0.0417
Chrom17,311956239,312006239,156003119.5,36140,0.0065,0.008,0.0081,0.061
Chrom17,312006240,312056240,156028120,30559,0.0076,0.0089,0.0091,0.0483
Chrom17,312056241,312106241,156053120.5,37223,0.0058,0.0075,0.0071,0.0366
Chrom17,312106242,312156242,156078121,39926,0.0049,0.0065,0.0065,0.0677
Chrom17,312156243,312206243,156103121.5,40474,0.0044,0.0059,0.0055,0.0321
Chrom17,312206244,312256244,156128122,37719,0.0073,0.0081,0.0082,0.0293
Chrom17,312256245,312306245,156153122.5,39332,0.0063,0.007,0.0073,0.052
Chrom17,312306246,312356246,156178123,38186,0.0059,0.0069,0.0073,0.0692
Chrom17,312356247,312406247,156203123.5,37655,0.0072,0.0086,0.0089,0.0588
Chrom17,312406248,312456248,156228124,33424,0.0071,0.0077,0.0087,0.0821
Chrom17,312456249,312506249,156253124.5,38757,0.0048,0.0068,0.0072,0.1125
Chrom17,312506250,312556250,156278125,34490,0.0058,0.0077,0.0078,0.0754
Chrom17,312556251,312606251,156303125.5,33921,0.0056,0.0069,0.007,0.0586
Chrom17,312606252,312656252,156328126,38961,0.0076,0.0092,0.009,0.0337
Chrom17,312656253,312706253,156353126.5,40867,0.0048,0.0068,0.0065,0.063
Chrom17,312706254,312756254,156378127,40647,0.0041,0.0041,0.0045,0.0408
Chrom17,312756255,312806255,156403127.5,34662,0.0033,0.0065,0.0063,0.1317
Chrom17,312806256,312856256,156428128,34887,0.0046,0.0081,0.008,0.1229
Chrom17,312856257,312906257,156453128.5,37949,0.005,0.0077,0.0079,0.1104
Chrom17,312906258,312956258,156478129,39024,0.0055,0.0066,0.0068,0.0613
Chrom17,312956259,313006259,156503129.5,37684,0.004,0.0079,0.0079,0.1503
Chrom17,313006260,313056260,156528130,35864,0.006,0.0074,0.0075,0.0576
Chrom17,313056261,313106261,156553130.5,27042,0.0062,0.008,0.0077,0.0426
Chrom17,313106262,313156262,156578131,15951,0.0072,0.008,0.0078,0.0179
Chrom17,313156263,313206263,156603131.5,36281,0.0075,0.0085,0.0091,0.0665
Chrom17,313206264,313256264,156628132,32477,0.0072,0.0091,0.0094,0.0714
Chrom17,313256265,313306265,156653132.5,31057,0.0075,0.0079,0.008,0.0242
Chrom17,313306266,313356266,156678133,36756,0.0057,0.0073,0.0074,0.0634
Chrom17,313356267,313406267,156703133.5,38007,0.0037,0.0059,0.0059,0.0997
Chrom17,313406268,313456268,156728134,42475,0.0044,0.0057,0.0055,0.0469
Chrom17,313456269,313506269,156753134.5,39972,0.0052,0.0064,0.0065,0.057
Chrom17,313506270,313556270,156778135,34255,0.006,0.0069,0.0072,0.0555
Chrom17,313556271,313606271,156803135.5,32990,0.006,0.0077,0.008,0.0775
Chrom17,313606272,313656272,156828136,38590,0.0047,0.0066,0.0066,0.077
Chrom17,313656273,313706273,156853136.5,30005,0.0063,0.0078,0.0079,0.0574
Chrom17,313706274,313756274,156878137,30749,0.0046,0.008,0.0079,0.1134
Chrom17,313756275,313806275,156903137.5,35364,0.0057,0.0075,0.0074,0.061
Chrom17,313806276,313856276,156928138,40094,0.0045,0.0075,0.0071,0.0883
Chrom17,313856277,313906277,156953138.5,38585,0.0053,0.0064,0.0064,0.0429
Chrom17,313906278,313956278,156978139,32802,0.0056,0.0067,0.0066,0.041
Chrom17,313956279,314006279,157003139.5,38895,0.0054,0.0061,0.0061,0.0312
Chrom17,314006280,314056280,157028140,34866,0.0052,0.0056,0.0058,0.0405
Chrom17,314056281,314106281,157053140.5,38770,0.0048,0.0066,0.0061,0.0344
Chrom17,314106282,314156282,157078141,40180,0.0044,0.006,0.0058,0.0554
Chrom17,314156283,314206283,157103141.5,40322,0.0044,0.0056,0.0055,0.0533
Chrom17,314206284,314256284,157128142,39098,0.0062,0.0066,0.0069,0.0365
Chrom17,314256285,314306285,157153142.5,33989,0.0054,0.0076,0.0074,0.0678
Chrom17,314306286,314356286,157178143,34982,0.0066,0.0081,0.0084,0.0665
Chrom17,314356287,314406287,157203143.5,38110,0.005,0.0068,0.0063,0.0373
Chrom17,314406288,314456288,157228144,32589,0.0065,0.0062,0.0065,0.0168
Chrom17,314456289,314506289,157253144.5,38284,0.0036,0.0053,0.005,0.0618
Chrom17,314506290,314556290,157278145,40590,0.0045,0.0057,0.0061,0.0885
Chrom17,314556291,314606291,157303145.5,34538,0.0065,0.0079,0.0077,0.032
Chrom17,314606292,314656292,157328146,35603,0.005,0.0058,0.006,0.0528
Chrom17,314656293,314706293,157353146.5,36411,0.0067,0.0078,0.0077,0.0344
Chrom17,314706294,314756294,157378147,29326,0.0068,0.008,0.0082,0.0514
Chrom17,314756295,314806295,157403147.5,36000,0.0054,0.0057,0.0068,0.0974
Chrom17,314806296,314856296,157428148,39411,0.0047,0.0069,0.007,0.1007
Chrom17,314856297,314906297,157453148.5,37567,0.0053,0.0065,0.0069,0.0769
Chrom17,314906298,314956298,157478149,37381,0.0057,0.0077,0.0076,0.0655
Chrom17,314956299,315006299,157503149.5,31958,0.0057,0.0065,0.007,0.0677
Chrom17,315006300,315056300,157528150,40198,0.0036,0.0059,0.0055,0.0799
Chrom17,315056301,315106301,157553150.5,39253,0.0033,0.0056,0.0053,0.0966
Chrom17,315106302,315156302,157578151,40080,0.0044,0.0051,0.0053,0.0534
Chrom17,315156303,315206303,157603151.5,34889,0.0045,0.0063,0.0063,0.0748
Chrom17,315206304,315256304,157628152,39565,0.004,0.0062,0.0059,0.0805
Chrom17,315256305,315306305,157653152.5,37305,0.0036,0.0051,0.0051,0.0828
Chrom17,315306306,315356306,157678153,37662,0.0025,0.0044,0.0041,0.0939
Chrom17,315356307,315406307,157703153.5,34364,0.0046,0.0063,0.0059,0.0422
Chrom17,315406308,315456308,157728154,33801,0.0039,0.0048,0.0048,0.049
Chrom17,315456309,315506309,157753154.5,37780,0.0057,0.007,0.0071,0.0575
Chrom17,315506310,315556310,157778155,39080,0.0036,0.0045,0.0045,0.0549
Chrom17,315556311,315606311,157803155.5,40573,0.0048,0.0054,0.0054,0.0252
Chrom17,315606312,315656312,157828156,40985,0.0036,0.0057,0.0055,0.0887
Chrom17,315656313,315706313,157853156.5,37219,0.0045,0.0054,0.0054,0.0447
Chrom17,315706314,315756314,157878157,36174,0.0031,0.0052,0.0053,0.1355
Chrom17,315756315,315806315,157903157.5,40682,0.0027,0.0045,0.0047,0.1341
Chrom17,315806316,315856316,157928158,40907,0.0038,0.006,0.0056,0.0647
Chrom17,315856317,315906317,157953158.5,39481,0.005,0.0064,0.0061,0.0349
Chrom17,315906318,315956318,157978159,37360,0.0055,0.007,0.0072,0.0708
Chrom17,315956319,316006319,158003159.5,34601,0.0048,0.0071,0.007,0.0833
Chrom17,316006320,316056320,158028160,37238,0.0061,0.0065,0.0074,0.0795
Chrom17,316056321,316106321,158053160.5,38641,0.0069,0.0083,0.0085,0.057
Chrom17,316106322,316156322,158078161,30437,0.0061,0.0072,0.0073,0.0446
Chrom17,316156323,316206323,158103161.5,29370,0.0077,0.0093,0.0089,0.0245
Chrom17,316206324,316256324,158128162,32332,0.006,0.0079,0.0078,0.0561
Chrom17,316256325,316306325,158153162.5,37520,0.0076,0.0087,0.0088,0.0365
Chrom17,316306326,316356326,158178163,36836,0.0071,0.0081,0.0082,0.0377
Chrom17,316356327,316406327,158203163.5,32727,0.0074,0.0091,0.0094,0.0669
Chrom17,316406328,316456328,158228164,32824,0.0059,0.0079,0.0084,0.1004
Chrom17,316456329,316506329,158253164.5,32052,0.0058,0.0072,0.0076,0.0854
Chrom17,316506330,316556330,158278165,36643,0.0041,0.0078,0.0074,0.1085
Chrom17,316556331,316606331,158303165.5,39191,0.0043,0.0069,0.0068,0.1018
Chrom17,316606332,316656332,158328166,41224,0.0032,0.0052,0.0052,0.1085
Chrom17,316656333,316706333,158353166.5,38501,0.0043,0.0072,0.0069,0.0915
Chrom17,316706334,316756334,158378167,39894,0.0041,0.0053,0.0057,0.0932
Chrom17,316756335,316806335,158403167.5,32077,0.0047,0.007,0.0066,0.0679
Chrom17,316806336,316856336,158428168,35599,0.0066,0.007,0.0074,0.0478
Chrom17,316856337,316906337,158453168.5,35991,0.0056,0.0072,0.0072,0.0609
Chrom17,316906338,316956338,158478169,36292,0.0055,0.0082,0.0087,0.1222
Chrom17,316956339,317006339,158503169.5,31870,0.0081,0.0117,0.0112,0.0659
Chrom17,317006340,317056340,158528170,31323,0.0096,0.0114,0.0117,0.0538
Chrom17,317056341,317106341,158553170.5,30951,0.0079,0.0106,0.0103,0.0566
Chrom17,317106342,317156342,158578171,32250,0.0064,0.0088,0.0084,0.0508
Chrom17,317156343,317206343,158603171.5,34021,0.0084,0.0093,0.0102,0.0737
Chrom17,317206344,317256344,158628172,31326,0.0075,0.0095,0.0096,0.0615
Chrom17,317256345,317306345,158653172.5,28976,0.0082,0.0103,0.0108,0.077
Chrom17,317306346,317356346,158678173,37285,0.0058,0.0066,0.0072,0.0752
Chrom17,317356347,317406347,158703173.5,33090,0.0063,0.0082,0.0083,0.0702
Chrom17,317406348,317456348,158728174,18318,0.008,0.0096,0.0098,0.055
Chrom17,317456349,317506349,158753174.5,29210,0.0065,0.0085,0.0087,0.0768
Chrom17,317506350,317556350,158778175,29037,0.0099,0.0106,0.011,0.0371
Chrom17,317556351,317606351,158803175.5,25847,0.0079,0.0108,0.0097,0.0207
Chrom17,317606352,317656352,158828176,22028,0.0086,0.0112,0.0107,0.0372
Chrom17,317656353,317706353,158853176.5,34842,0.0085,0.0114,0.0109,0.0494
Chrom17,317706354,317756354,158878177,31279,0.0066,0.0088,0.0086,0.0566
Chrom17,317756355,317806355,158903177.5,33686,0.0067,0.0096,0.0096,0.0837
Chrom17,317806356,317856356,158928178,37102,0.0081,0.0097,0.0103,0.077
Chrom17,317856357,317906357,158953178.5,37619,0.0049,0.0072,0.0072,0.0872
Chrom17,317906358,317956358,158978179,35470,0.006,0.0081,0.0085,0.0985
Chrom17,317956359,318006359,159003179.5,32494,0.007,0.0096,0.0094,0.0667
Chrom17,318006360,318056360,159028180,37504,0.0052,0.0082,0.0079,0.083
Chrom17,318056361,318106361,159053180.5,27856,0.0063,0.0082,0.0082,0.0672
Chrom17,318106362,318156362,159078181,34761,0.006,0.0081,0.0088,0.1108
Chrom17,318156363,318206363,159103181.5,34729,0.0066,0.0082,0.008,0.04
Chrom17,318206364,318256364,159128182,32380,0.0034,0.0073,0.0068,0.1226
Chrom17,318256365,318306365,159153182.5,37499,0.0062,0.0086,0.0083,0.0618
Chrom17,318306366,318356366,159178183,38179,0.004,0.0059,0.0057,0.0674
Chrom17,318356367,318406367,159203183.5,40265,0.0035,0.0046,0.0046,0.0615
Chrom17,318406368,318456368,159228184,37858,0.0057,0.0079,0.0077,0.0679
Chrom17,318456369,318506369,159253184.5,39004,0.0059,0.0078,0.0075,0.0467
Chrom17,318506370,318556370,159278185,35707,0.0074,0.0083,0.0086,0.0414
Chrom17,318556371,318606371,159303185.5,40115,0.0047,0.007,0.0071,0.0956
Chrom17,318606372,318656372,159328186,39364,0.0044,0.005,0.0054,0.068
Chrom17,318656373,318706373,159353186.5,34276,0.0035,0.0044,0.0045,0.0662
Chrom17,318706374,318756374,159378187,35964,0.0079,0.0077,0.0085,0.0437
Chrom17,318756375,318806375,159403187.5,33399,0.0061,0.0091,0.0093,0.1039
Chrom17,318806376,318856376,159428188,39046,0.0056,0.0069,0.0069,0.0523
Chrom17,318856377,318906377,159453188.5,37844,0.0056,0.0074,0.0074,0.0672
Chrom17,318906378,318956378,159478189,32580,0.0054,0.0093,0.0089,0.101
Chrom17,318956379,319006379,159503189.5,32811,0.0069,0.0099,0.01,0.0894
Chrom17,319006380,319056380,159528190,28363,0.005,0.0093,0.0088,0.1104
Chrom17,319056381,319106381,159553190.5,32453,0.0059,0.0086,0.0086,0.087
Chrom17,319106382,319156382,159578191,31614,0.0077,0.0099,0.0102,0.0753
Chrom17,319156383,319206383,159603191.5,36923,0.0066,0.0104,0.0103,0.1015
Chrom17,319206384,319256384,159628192,32489,0.0069,0.0093,0.0108,0.1461
Chrom17,319256385,319306385,159653192.5,34228,0.0084,0.0113,0.0108,0.0464
Chrom17,319306386,319356386,159678193,37321,0.0067,0.0109,0.0102,0.0751
Chrom17,319356387,319406387,159703193.5,34905,0.0065,0.0084,0.0081,0.0461
Chrom17,319406388,319456388,159728194,32644,0.0068,0.0085,0.0084,0.0463
Chrom17,319456389,319506389,159753194.5,31618,0.0071,0.0082,0.0082,0.0343
Chrom17,319506390,319556390,159778195,33260,0.0065,0.009,0.0096,0.1073
Chrom17,319556391,319606391,159803195.5,36949,0.0065,0.0084,0.0085,0.0643
Chrom17,319606392,319656392,159828196,36563,0.0066,0.0095,0.0092,0.0696
Chrom17,319656393,319706393,159853196.5,32735,0.0062,0.0091,0.0094,0.1023
Chrom17,319706394,319756394,159878197,35346,0.009,0.0101,0.0107,0.056
Chrom17,319756395,319806395,159903197.5,33196,0.0074,0.0099,0.0101,0.0781
Chrom17,319806396,319856396,159928198,30837,0.0062,0.0099,0.0095,0.0848
Chrom17,319856397,319906397,159953198.5,32902,0.006,0.0092,0.0088,0.0741
Chrom17,319906398,319956398,159978199,32466,0.0059,0.0083,0.0082,0.0718
Chrom17,319956399,320006399,160003199.5,35768,0.0066,0.0082,0.0081,0.0429
Chrom17,320006400,320056400,160028200,35987,0.0063,0.0091,0.0092,0.0885
Chrom17,320056401,320106401,160053200.5,36895,0.0054,0.0072,0.0087,0.1652
Chrom17,320106402,320156402,160078201,35309,0.0067,0.0069,0.0078,0.071
Chrom17,320156403,320206403,160103201.5,34642,0.0052,0.008,0.008,0.0976
Chrom17,320206404,320256404,160128202,37290,0.0074,0.0094,0.0093,0.0511
Chrom17,320256405,320306405,160153202.5,33750,0.0071,0.01,0.0097,0.067
Chrom17,320306406,320356406,160178203,29278,0.0065,0.008,0.0086,0.0868
Chrom17,320356407,320406407,160203203.5,36292,0.0061,0.0084,0.0084,0.0755
Chrom17,320406408,320456408,160228204,28010,0.0075,0.0108,0.0111,0.0976
Chrom17,320456409,320506409,160253204.5,31551,0.0094,0.0113,0.0116,0.0594
Chrom17,320506410,320556410,160278205,25203,0.0103,0.0126,0.0123,0.0376
Chrom17,320556411,320606411,160303205.5,18521,0.0078,0.0092,0.0092,0.0437
Chrom17,320606412,320656412,160328206,25780,0.0083,0.0106,0.0101,0.0376
Chrom17,320656413,320706413,160353206.5,27002,0.0072,0.0099,0.0094,0.0481
Chrom17,320706414,320756414,160378207,21179,0.0073,0.0086,0.0084,0.0317
Chrom17,320756415,320806415,160403207.5,34449,0.0083,0.01,0.0099,0.0355
Chrom17,320806416,320856416,160428208,28933,0.0087,0.0103,0.011,0.0756
Chrom17,320856417,320906417,160453208.5,31230,0.0073,0.0092,0.0091,0.0538
Chrom17,320906418,320956418,160478209,30972,0.0093,0.0104,0.0112,0.0659
Chrom17,320956419,321006419,160503209.5,27571,0.0052,0.0084,0.008,0.0816
Chrom17,321006420,321056420,160528210,31730,0.006,0.011,0.0117,0.1653
Chrom17,321056421,321106421,160553210.5,29229,0.0061,0.0083,0.0079,0.0519
Chrom17,321106422,321156422,160578211,34694,0.0068,0.0086,0.009,0.0797
Chrom17,321156423,321206423,160603211.5,40759,0.0062,0.0069,0.0076,0.0763
Chrom17,321206424,321256424,160628212,39412,0.0052,0.006,0.0064,0.0714
Chrom17,321256425,321306425,160653212.5,39005,0.0066,0.0079,0.008,0.0488
Chrom17,321306426,321356426,160678213,34563,0.0059,0.0079,0.0075,0.04
Chrom17,321356427,321406427,160703213.5,34128,0.0066,0.0077,0.0078,0.0478
Chrom17,321406428,321456428,160728214,40324,0.0051,0.0061,0.0066,0.0812
Chrom17,321456429,321506429,160753214.5,37919,0.0044,0.0076,0.0069,0.076
Chrom17,321506430,321556430,160778215,33194,0.0059,0.008,0.0079,0.0694
Chrom17,321556431,321606431,160803215.5,34149,0.0052,0.0062,0.007,0.1041
Chrom17,321606432,321656432,160828216,40305,0.0053,0.0066,0.0077,0.1309
Chrom17,321656433,321706433,160853216.5,39703,0.007,0.0079,0.0081,0.0419
Chrom17,321706434,321756434,160878217,38536,0.0065,0.0076,0.0082,0.0786
Chrom17,321756435,321806435,160903217.5,37412,0.0065,0.0084,0.0086,0.0715
Chrom17,321806436,321856436,160928218,39794,0.0063,0.0074,0.0073,0.0391
Chrom17,321856437,321906437,160953218.5,37850,0.0068,0.0079,0.0079,0.0366
Chrom17,321906438,321956438,160978219,38413,0.0084,0.0127,0.0122,0.0752
Chrom17,321956439,322006439,161003219.5,35334,0.0072,0.0084,0.0087,0.0561
Chrom17,322006440,322056440,161028220,34684,0.0075,0.0084,0.0088,0.0518
Chrom17,322056441,322106441,161053220.5,39505,0.0049,0.0077,0.0076,0.1004
Chrom17,322106442,322156442,161078221,34148,0.0072,0.0081,0.0085,0.0503
Chrom17,322156443,322206443,161103221.5,38020,0.0059,0.0079,0.0077,0.0525
Chrom17,322206444,322256444,161128222,37140,0.0048,0.0074,0.0072,0.0851
Chrom17,322256445,322306445,161153222.5,39211,0.0032,0.0067,0.0074,0.2086
Chrom17,322306446,322356446,161178223,38957,0.0038,0.0058,0.006,0.1119
Chrom17,322356447,322406447,161203223.5,39361,0.0069,0.0081,0.0081,0.0433
